#format table ## [Custom WaveView] saved 17:43:25 Mon Sep 28 2020
#logic 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 
 TIME 0x|0|v(sen_fout_col_p<0>)-0|v(sen_fout_col_n<0>) 0x|0|v(sen_fout_col_p<1>)-0|v(sen_fout_col_n<1>) 0x|0|v(sen_fout_col_p<2>)-0|v(sen_fout_col_n<2>) 0x|0|v(sen_fout_col_p<3>)-0|v(sen_fout_col_n<3>) 0x|0|v(sen_fout_col_p<4>)-0|v(sen_fout_col_n<4>) 0x|0|v(sen_fout_col_p<5>)-0|v(sen_fout_col_n<5>) 0x|0|v(sen_fout_col_p<6>)-0|v(sen_fout_col_n<6>) 0x|0|v(sen_fout_col_p<7>)-0|v(sen_fout_col_n<7>) 0x|0|v(sen_fout_row_p<0>)-0|v(sen_fout_row_n<0>) 0x|0|v(sen_fout_row_p<1>)-0|v(sen_fout_row_n<1>) 0x|0|v(sen_fout_row_p<2>)-0|v(sen_fout_row_n<2>) 0x|0|v(sen_fout_row_p<3>)-0|v(sen_fout_row_n<3>) 0x|0|v(sen_fout_row_p<4>)-0|v(sen_fout_row_n<4>) 0x|0|v(sen_fout_row_p<5>)-0|v(sen_fout_row_n<5>) 0x|0|v(sen_fout_row_p<6>)-0|v(sen_fout_row_n<6>) 0x|0|v(sen_fout_row_p<7>)-0|v(sen_fout_row_n<7>) 

* TIME       C0  C1  C2  C3  C4  C5  C6  C7  R0  R1  R2  R3  R4  R5  R6  R7
 2.56750E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B7 864 84A 817 804 
 2.57000E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B5 879 84C 816 803 
 2.57250E-04 7FE 7FF 8C3 800 801 800 801 800 7FE 7FC 7EB 7B6 887 84B 815 802 
 2.57500E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FD 7ED 7BA 88B 847 812 801 
 2.57750E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FE 7EF 7BE 890 842 80F 7FF 
 2.58000E-04 7FE 800 8C1 800 801 7FF 801 7FF 800 800 7F1 7C2 895 83D 80C 7FE 
 2.58250E-04 7FF 800 8C1 801 801 7FE 800 7FF 801 801 7F4 7C5 899 839 809 7FD 
 2.58500E-04 7FF 801 8C0 801 800 7FE 800 7FE 801 802 7F6 7C9 89E 834 806 7FB 
 2.58750E-04 7FF 801 8C0 801 800 7FE 800 7FE 802 803 7F8 7CE 89F 82F 803 7FA 
 2.59000E-04 7FF 801 8BE 801 800 7FE 800 7FE 802 804 7FB 7D7 890 825 800 7F9 
 2.59250E-04 7FF 801 8BD 801 800 7FE 800 7FE 803 805 7FF 7DF 881 81C 7FC 7F9 
 2.59500E-04 800 801 8BC 801 7FF 7FE 7FF 7FE 803 806 802 7E8 872 812 7F9 7F8 
 2.59750E-04 800 801 8BB 801 7FF 7FE 7FF 7FE 804 807 805 7F0 863 809 7F5 7F7 
 2.60000E-04 800 801 8BA 801 7FF 7FE 7FF 7FE 804 808 809 7F9 854 7FF 7F1 7F6 
 2.60250E-04 800 801 8B8 801 7FF 7FE 7FF 7FE 804 809 80C 803 83B 7F5 7EE 7F6 
 2.60500E-04 801 801 8B7 801 7FE 7FE 7FE 7FE 804 809 80F 80D 821 7EA 7EC 7F6 
 2.60750E-04 801 801 8B5 801 7FE 7FE 7FE 7FE 804 80A 811 816 806 7E0 7E9 7F6 
 2.61000E-04 801 801 8B3 801 7FE 7FE 7FE 7FE 804 80A 814 81F 7E9 7D7 7E7 7F6 
 2.61250E-04 801 801 8B1 801 7FE 7FE 7FE 7FE 804 80A 815 827 7CE 7CF 7E6 7F7 
 2.61500E-04 801 801 8AF 800 7FE 7FF 7FE 7FE 803 809 816 82E 7B5 7C8 7E6 7F8 
 2.61750E-04 801 800 8AB 800 7FE 7FF 7FE 7FF 803 809 816 833 79F 7C3 7E7 7F9 
 2.62000E-04 801 800 8A8 800 7FE 7FF 7FE 7FF 802 808 816 838 78B 7BE 7E8 7FA 
 2.62250E-04 801 800 8A3 7FF 7FE 800 7FE 7FF 801 807 815 83A 77C 7BC 7EA 7FC 
 2.62500E-04 801 7FF 89E 7FF 7FE 800 7FE 800 800 806 813 83B 773 7BC 7EC 7FD 
 2.62750E-04 801 7FF 898 7FF 7FE 800 7FE 800 800 805 811 83C 76A 7BC 7EF 7FE 
 2.63000E-04 801 7FF 892 7FE 7FE 800 7FE 800 7FF 804 80F 83C 761 7BC 7F2 800 
 2.63250E-04 800 7FF 88C 7FE 7FE 801 7FE 800 7FE 803 80D 83B 75F 7BE 7F5 801 
 2.63500E-04 800 7FE 883 7FE 7FF 801 7FF 800 7FE 802 80A 837 769 7C2 7F8 802 
 2.63750E-04 800 7FE 87B 7FE 7FF 801 7FF 801 7FD 800 807 834 773 7C6 7FC 803 
 2.64000E-04 800 7FE 873 7FE 7FF 801 7FF 801 7FD 7FF 803 830 77C 7CB 7FF 804 
 2.64250E-04 800 7FE 86B 7FE 7FF 801 7FF 801 7FC 7FE 800 82C 786 7CF 803 805 
 2.64500E-04 7FF 7FE 862 7FE 7FF 801 800 801 7FC 7FD 7FD 828 790 7D4 806 806 
 2.64750E-04 7FF 7FE 85A 7FD 800 801 800 801 7FB 7FC 7FA 825 799 7D8 80A 807 
 2.65000E-04 7FF 7FE 851 7FD 800 802 800 801 7FB 7FB 7F7 81F 7AB 7DE 80D 807 
 2.65250E-04 7FF 7FE 847 7FE 800 801 800 801 7FB 7FA 7F4 819 7C4 7E5 810 808 
 2.65500E-04 7FE 7FE 83C 7FE 801 801 801 801 7FB 7F9 7F1 813 7DE 7EC 813 808 
 2.65750E-04 7FE 7FE 832 7FE 801 801 801 801 7FB 7F9 7EF 80E 7F9 7F2 815 808 
 2.66000E-04 7FE 7FE 828 7FE 801 801 801 801 7FB 7F9 7ED 808 813 7F7 817 808 
 2.66250E-04 7FE 7FE 81E 7FE 801 801 801 801 7FC 7F9 7EB 805 82C 7FB 817 807 
 2.66500E-04 7FE 7FE 814 7FF 801 800 801 801 7FC 7F9 7EB 802 842 7FE 817 806 
 2.66750E-04 7FE 7FF 80A 7FF 801 800 801 800 7FD 7F9 7EA 800 858 800 817 805 
 2.67000E-04 7FE 7FF 800 7FF 801 800 801 800 7FD 7FA 7EA 7FD 86D 803 817 804 
 2.67250E-04 7FE 7FF 7F6 7FF 801 800 801 800 7FE 7FB 7EC 800 876 800 814 803 
 2.67500E-04 7FE 800 7ED 800 801 7FF 801 800 7FF 7FB 7ED 802 87E 7FD 812 802 
 2.67750E-04 7FE 800 7E3 800 801 7FF 801 7FF 7FF 7FC 7EF 805 887 7FA 80F 801 
 2.68000E-04 7FF 800 7DA 800 801 7FF 801 7FF 800 7FD 7F1 807 88F 7F7 80D 7FF 
 2.68250E-04 7FF 800 7D0 801 801 7FE 800 7FF 801 7FE 7F3 809 898 7F4 80A 7FE 
 2.68500E-04 7FF 801 7C8 801 800 7FE 800 7FF 801 7FF 7F5 80F 891 7EE 807 7FD 
 2.68750E-04 7FF 801 7C0 801 800 7FE 800 7FE 802 800 7F8 816 885 7E7 804 7FC 
 2.69000E-04 7FF 801 7B8 801 800 7FE 800 7FE 802 801 7FB 81D 879 7DF 800 7FC 
 2.69250E-04 800 801 7B0 801 800 7FE 7FF 7FE 803 802 7FE 824 86D 7D8 7FD 7FB 
 2.69500E-04 800 801 7A8 801 7FF 7FE 7FF 7FE 803 803 802 82A 862 7D1 7F9 7FA 
 2.69750E-04 800 801 7A0 801 7FF 7FE 7FF 7FE 803 804 805 831 856 7C9 7F6 7F9 
 2.70000E-04 800 801 798 801 7FF 7FE 7FF 7FE 804 805 808 838 84A 7C2 7F2 7F8 
 2.70250E-04 800 801 791 801 7FF 7FE 7FF 7FE 804 805 80B 840 832 7B9 7EF 7F8 
 2.70500E-04 801 801 78A 801 7FE 7FE 7FE 7FE 804 806 80E 848 818 7B0 7ED 7F8 
 2.70750E-04 801 801 784 801 7FE 7FE 7FE 7FE 804 806 810 850 7FE 7A8 7EA 7F8 
 2.71000E-04 801 801 77E 801 7FE 7FE 7FE 7FE 804 806 812 857 7E3 7A2 7E9 7F9 
 2.71250E-04 801 801 778 801 7FE 7FE 7FE 7FE 804 806 814 85D 7C9 79B 7E8 7F9 
 2.71500E-04 801 800 772 800 7FE 7FF 7FE 7FF 803 805 814 860 7B4 799 7E8 7FB 
 2.71750E-04 801 800 76D 800 7FE 7FF 7FE 7FF 802 805 814 863 7A0 796 7E9 7FC 
 2.72000E-04 801 800 768 800 7FE 7FF 7FE 7FF 802 804 814 866 78B 794 7E9 7FD 
 2.72250E-04 801 800 763 7FF 7FE 800 7FE 7FF 801 803 813 865 780 795 7EB 7FE 
 2.72500E-04 801 7FF 75F 7FF 7FE 800 7FE 800 800 802 811 861 77B 79A 7EE 800 
 2.72750E-04 801 7FF 75B 7FF 7FE 800 7FE 800 800 800 80F 85E 776 79E 7F1 801 
 2.73000E-04 800 7FF 757 7FF 7FE 800 7FE 800 7FF 7FF 80D 85A 772 7A2 7F3 802 
 2.73250E-04 800 7FF 753 7FE 7FF 801 7FF 800 7FE 7FE 80B 857 76D 7A6 7F6 804 
 2.73500E-04 800 7FE 74F 7FE 7FF 801 7FF 801 7FE 7FD 809 854 768 7AB 7F9 805 
 2.73750E-04 800 7FE 74B 7FE 7FF 801 7FF 801 7FD 7FB 806 84E 76D 7B1 7FC 806 
 2.74000E-04 800 7FE 749 7FE 7FF 801 7FF 801 7FD 7FA 803 845 77C 7BB 800 807 
 2.74250E-04 7FF 7FE 746 7FE 7FF 801 800 801 7FC 7F9 800 83C 78A 7C5 803 808 
 2.74500E-04 7FF 7FE 744 7FE 800 801 800 801 7FC 7F8 7FD 834 799 7CE 807 809 
 2.74750E-04 7FF 7FE 741 7FE 800 801 800 801 7FB 7F7 7F9 82B 7A8 7D8 80A 80A 
 2.75000E-04 7FF 7FE 73F 7FE 800 801 800 801 7FB 7F6 7F6 822 7B7 7E2 80E 80B 
 2.75250E-04 7FE 7FE 73D 7FE 800 801 801 801 7FB 7F5 7F3 818 7D0 7ED 811 80B 
 2.75500E-04 7FE 7FE 73C 7FE 801 801 801 801 7FB 7F4 7F0 80E 7EA 7F8 813 80B 
 2.75750E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EE 804 806 802 815 80B 
 2.76000E-04 7FE 7FE 739 7FE 801 801 801 801 7FB 7F4 7EC 7FB 821 80B 817 80A 
 2.76250E-04 7FE 7FE 739 7FE 801 801 801 801 7FC 7F4 7EB 7F3 83B 814 818 809 
 2.76500E-04 7FE 7FF 738 7FF 801 800 801 800 7FC 7F4 7EA 7ED 852 81A 818 808 
 2.76750E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F5 7EA 7E8 865 81F 817 807 
 2.77000E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F6 7EA 7E4 878 823 816 806 
 2.77250E-04 7FE 7FF 738 800 801 7FF 801 800 7FE 7F6 7EB 7DF 88C 827 815 804 
 2.77500E-04 7FE 800 739 800 801 7FF 801 7FF 7FF 7F8 7ED 7DF 892 827 812 803 
 2.77750E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F9 7EF 7E1 893 824 80F 802 
 2.78000E-04 7FE 800 73B 800 801 7FF 801 7FF 800 7FA 7F1 7E3 894 822 80C 800 
 2.78250E-04 7FF 800 73C 801 801 7FE 800 7FF 801 7FC 7F4 7E5 895 81F 809 7FF 
 2.78500E-04 7FF 801 73D 801 800 7FE 800 7FF 801 7FD 7F6 7E7 896 81D 806 7FD 
 2.78750E-04 7FF 801 73E 801 800 7FE 800 7FE 802 7FE 7F9 7E9 897 81A 803 7FC 
 2.79000E-04 7FF 801 73F 801 800 7FE 800 7FE 803 800 7FB 7EB 898 818 800 7FA 
 2.79250E-04 7FF 801 741 801 800 7FE 800 7FE 803 801 7FF 7F1 889 811 7FC 7F9 
 2.79500E-04 800 801 743 801 800 7FE 7FF 7FE 803 802 802 7F7 877 809 7F8 7F8 
 2.79750E-04 800 801 744 801 7FF 7FE 7FF 7FE 804 803 805 7FE 866 802 7F5 7F8 
 2.80000E-04 800 801 746 801 7FF 7FE 7FF 7FE 804 804 809 804 855 7FB 7F1 7F7 
 2.80250E-04 800 801 748 801 7FF 7FE 7FF 7FE 804 805 80C 80C 83D 7F3 7EE 7F6 
 2.80500E-04 801 801 74A 801 7FE 7FE 7FE 7FE 804 806 80F 813 823 7EB 7EB 7F6 
 2.80750E-04 801 801 74C 801 7FE 7FE 7FE 7FE 804 807 811 81B 807 7E3 7E9 7F6 
 2.81000E-04 801 801 74F 801 7FE 7FE 7FE 7FE 804 807 813 821 7EB 7DC 7E7 7F6 
 2.81250E-04 801 801 751 801 7FE 7FE 7FE 7FE 804 807 815 827 7D0 7D6 7E6 7F7 
 2.81500E-04 801 801 754 800 7FE 7FF 7FE 7FE 803 807 816 82B 7B7 7D1 7E6 7F8 
 2.81750E-04 801 800 757 800 7FE 7FF 7FE 7FF 803 806 816 82E 7A0 7CF 7E7 7F9 
 2.82000E-04 801 800 75B 800 7FE 7FF 7FE 7FF 802 806 816 82F 78D 7CE 7E8 7FA 
 2.82250E-04 801 800 75F 7FF 7FE 800 7FE 7FF 801 804 815 82E 77F 7CF 7EA 7FC 
 2.82500E-04 801 7FF 764 7FF 7FE 800 7FE 800 800 803 813 82E 770 7D1 7EC 7FE 
 2.82750E-04 801 7FF 769 7FF 7FE 800 7FE 800 800 802 812 82B 767 7D4 7EE 7FF 
 2.83000E-04 801 7FF 770 7FF 7FE 800 7FE 800 7FF 801 80F 825 767 7DB 7F2 801 
 2.83250E-04 800 7FF 776 7FE 7FE 801 7FF 800 7FE 7FF 80C 81E 768 7E2 7F5 802 
 2.83500E-04 800 7FE 77D 7FE 7FF 801 7FF 801 7FE 7FE 809 818 769 7E9 7F9 804 
 2.83750E-04 800 7FE 784 7FE 7FF 801 7FF 801 7FD 7FD 807 812 76A 7F0 7FC 805 
 2.84000E-04 800 7FE 78B 7FE 7FF 801 7FF 801 7FC 7FB 804 80B 76D 7F8 7FF 806 
 2.84250E-04 7FF 7FE 794 7FE 7FF 801 800 801 7FC 7FA 801 801 77D 803 803 807 
 2.84500E-04 7FF 7FE 79C 7FE 800 801 800 801 7FC 7F9 7FD 7F7 78E 80E 806 808 
 2.84750E-04 7FF 7FE 7A5 7FE 800 801 800 801 7FB 7F8 7FA 7ED 79E 819 80A 809 
 2.85000E-04 7FF 7FE 7AE 7FE 800 801 800 801 7FB 7F7 7F7 7E2 7AF 824 80D 80A 
 2.85250E-04 7FE 7FE 7B7 7FE 800 801 800 801 7FB 7F6 7F4 7D7 7C7 830 810 80A 
 2.85500E-04 7FE 7FE 7C1 7FE 801 801 801 801 7FB 7F5 7F1 7CC 7E1 83B 813 80A 
 2.85750E-04 7FE 7FE 7CB 7FE 801 801 801 801 7FB 7F5 7EE 7C2 7FC 846 815 80A 
 2.86000E-04 7FE 7FE 7D4 7FE 801 801 801 801 7FB 7F5 7EC 7B8 816 850 817 809 
 2.86250E-04 7FE 7FE 7DE 7FE 801 801 801 801 7FC 7F5 7EB 7B0 830 859 817 808 
 2.86500E-04 7FE 7FF 7E8 7FF 801 800 801 801 7FC 7F5 7EA 7A8 849 861 818 808 
 2.86750E-04 7FE 7FF 7F2 7FF 801 800 801 800 7FD 7F6 7EA 7A4 85A 865 817 806 
 2.87000E-04 7FE 7FF 7FC 7FF 801 800 801 800 7FD 7F7 7EB 7A0 86B 868 816 805 
 2.87250E-04 7FE 7FF 806 800 801 800 801 800 7FE 7F8 7EB 79C 87C 86B 814 803 
 2.87500E-04 7FE 800 810 800 801 7FF 801 7FF 7FF 7F9 7EC 799 88C 86F 813 802 
 2.87750E-04 7FE 800 819 800 801 7FF 801 7FF 7FF 7FB 7EE 79B 88D 86C 810 800 
 2.88000E-04 7FE 800 823 800 801 7FF 801 7FF 800 7FC 7F1 79E 88A 867 80D 7FF 
 2.88250E-04 7FF 800 82C 801 800 7FF 800 7FF 800 7FD 7F4 7A2 887 863 809 7FD 
 2.88500E-04 7FF 800 835 801 800 7FE 800 7FF 801 7FF 7F6 7A5 884 85E 806 7FC 
 2.88750E-04 7FF 801 83E 801 800 7FE 800 7FE 802 800 7F9 7A9 881 85A 803 7FB 
 2.89000E-04 7FF 801 847 801 800 7FE 800 7FE 802 802 7FC 7AC 87E 856 800 7F9 
 2.89250E-04 7FF 801 850 801 800 7FE 800 7FE 803 803 7FE 7B0 87B 851 7FC 7F8 
 2.89500E-04 800 801 859 801 7FF 7FE 7FF 7FE 803 804 801 7B5 872 84C 7F9 7F6 
 2.89750E-04 800 801 861 801 7FF 7FE 7FF 7FE 804 806 805 7BD 85F 842 7F6 7F6 
 2.90000E-04 800 801 869 801 7FF 7FE 7FF 7FE 804 807 808 7C5 84C 839 7F2 7F5 
 2.90250E-04 800 801 870 801 7FF 7FE 7FF 7FE 804 808 80B 7CE 833 830 7EF 7F4 
 2.90500E-04 801 801 877 801 7FE 7FE 7FE 7FE 804 809 80E 7D6 819 826 7EC 7F4 
 2.90750E-04 801 801 87E 801 7FE 7FE 7FE 7FE 804 80A 810 7DF 7FF 81D 7EA 7F4 
 2.91000E-04 801 801 885 801 7FE 7FE 7FE 7FE 804 80A 812 7E7 7E4 814 7E9 7F4 
 2.91250E-04 801 801 88A 801 7FE 7FE 7FE 7FE 803 80A 813 7ED 7CC 80E 7E8 7F5 
 2.91500E-04 801 800 890 800 7FE 7FF 7FE 7FF 803 80A 814 7F3 7B4 807 7E8 7F6 
 2.91750E-04 801 800 896 800 7FE 7FF 7FE 7FF 802 80A 815 7F9 79E 801 7E8 7F7 
 2.92000E-04 801 800 89A 800 7FE 7FF 7FE 7FF 802 809 814 7FB 791 800 7EA 7F8 
 2.92250E-04 801 800 89F 7FF 7FE 800 7FE 7FF 801 808 813 7FC 784 7FF 7EC 7F9 
 2.92500E-04 801 7FF 8A3 7FF 7FE 800 7FE 800 800 807 811 7FE 778 7FD 7EE 7FB 
 2.92750E-04 801 7FF 8A8 7FF 7FE 800 7FE 800 800 806 810 7FF 76B 7FC 7F0 7FC 
 2.93000E-04 800 7FF 8AB 7FF 7FE 800 7FE 800 7FF 805 80E 7FF 767 7FD 7F2 7FD 
 2.93250E-04 800 7FF 8AE 7FE 7FE 800 7FF 800 7FF 804 80B 7FA 770 802 7F5 7FF 
 2.93500E-04 800 7FF 8B0 7FE 7FF 801 7FF 800 7FE 803 809 7F6 77A 807 7F9 800 
 2.93750E-04 800 7FE 8B3 7FE 7FF 801 7FF 801 7FE 802 806 7F2 783 80C 7FC 801 
 2.94000E-04 800 7FE 8B5 7FE 7FF 801 7FF 801 7FD 801 803 7EE 78C 810 7FF 802 
 2.94250E-04 7FF 7FE 8B8 7FE 7FF 801 800 801 7FD 800 800 7E9 795 815 803 803 
 2.94500E-04 7FF 7FE 8BA 7FE 800 801 800 801 7FC 7FF 7FD 7E5 79F 81A 806 804 
 2.94750E-04 7FF 7FE 8BC 7FE 800 801 800 801 7FC 7FE 7FA 7E1 7A8 81F 809 805 
 2.95000E-04 7FF 7FE 8BF 7FE 800 801 800 801 7FB 7FC 7F7 7DD 7B1 824 80D 806 
 2.95250E-04 7FE 7FE 8C0 7FE 800 801 800 801 7FB 7FC 7F4 7D6 7CA 82B 810 807 
 2.95500E-04 7FE 7FE 8C1 7FE 801 801 801 801 7FB 7FB 7F1 7CF 7E4 833 813 807 
 2.95750E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EF 7C8 800 83A 815 807 
 2.96000E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EC 7C2 81B 840 817 807 
 2.96250E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EB 7BE 834 844 817 806 
 2.96500E-04 7FE 7FF 8C3 7FF 801 800 801 801 7FC 7FA 7EA 7BA 84C 848 818 805 
 2.96750E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FC 7FB 7E9 7B7 864 84B 818 805 
 2.97000E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EB 7B7 871 84A 816 803 
 2.97250E-04 7FE 7FF 8C3 800 801 800 801 800 7FE 7FC 7EC 7B9 87D 848 814 802 
 2.97500E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FD 7ED 7BB 888 846 812 801 
 2.97750E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FE 7EF 7BC 894 844 80F 7FF 
 2.98000E-04 7FE 800 8C2 801 801 7FF 801 7FF 800 7FF 7F0 7BE 89F 841 80D 7FE 
 2.98250E-04 7FF 800 8C1 801 801 7FE 800 7FF 801 800 7F3 7C3 89C 83B 80A 7FD 
 2.98500E-04 7FF 801 8C0 801 800 7FE 800 7FF 801 801 7F6 7CB 892 833 807 7FC 
 2.98750E-04 7FF 801 8BF 801 800 7FE 800 7FE 802 802 7F9 7D2 888 82B 803 7FB 
 2.99000E-04 7FF 801 8BE 801 800 7FE 800 7FE 802 804 7FC 7DA 87E 822 800 7FA 
 2.99250E-04 7FF 801 8BD 801 800 7FE 800 7FE 803 805 7FF 7E1 874 81A 7FD 7F9 
 2.99500E-04 800 801 8BC 801 7FF 7FE 7FF 7FE 803 806 802 7E8 869 812 7F9 7F8 
 2.99750E-04 800 801 8BB 801 7FF 7FE 7FF 7FE 803 807 805 7F0 85F 80A 7F6 7F7 
 3.00000E-04 800 801 8BA 801 7FF 7FE 7FF 7FE 804 808 808 7F7 855 801 7F2 7F6 
 3.00250E-04 800 801 8B9 801 7FF 7FE 7FF 7FE 804 809 80B 801 83D 7F7 7EF 7F6 
 3.00500E-04 801 801 8B7 801 7FE 7FE 7FE 7FE 804 809 80E 80B 823 7EC 7EC 7F6 
 3.00750E-04 801 801 8B5 801 7FE 7FE 7FE 7FE 804 809 810 815 807 7E2 7EA 7F6 
 3.01000E-04 801 801 8B3 801 7FE 7FE 7FE 7FE 804 80A 813 81E 7EC 7D9 7E8 7F6 
 3.01250E-04 801 801 8B1 801 7FE 7FE 7FE 7FE 804 80A 814 826 7D1 7D1 7E7 7F7 
 3.01500E-04 801 801 8AF 800 7FE 7FF 7FE 7FE 803 809 815 82C 7B8 7CA 7E7 7F8 
 3.01750E-04 801 800 8AB 800 7FE 7FF 7FE 7FF 803 809 815 832 7A3 7C5 7E7 7F9 
 3.02000E-04 801 800 8A8 800 7FE 7FF 7FE 7FF 802 808 816 837 78D 7C0 7E8 7FA 
 3.02250E-04 801 800 8A3 7FF 7FE 7FF 7FE 7FF 801 807 814 838 781 7BE 7EA 7FB 
 3.02500E-04 801 7FF 89D 7FF 7FE 800 7FE 800 800 806 813 83A 776 7BD 7EC 7FD 
 3.02750E-04 801 7FF 898 7FF 7FE 800 7FE 800 800 805 811 83B 76B 7BC 7EF 7FE 
 3.03000E-04 801 7FF 892 7FE 7FE 800 7FE 800 7FF 804 80F 83C 762 7BC 7F1 7FF 
 3.03250E-04 800 7FF 88B 7FE 7FE 801 7FF 800 7FE 803 80C 839 768 7C0 7F5 801 
 3.03500E-04 800 7FE 883 7FE 7FF 801 7FF 800 7FE 802 809 836 76F 7C3 7F8 802 
 3.03750E-04 800 7FE 87B 7FE 7FF 801 7FF 801 7FD 800 806 833 775 7C7 7FC 803 
 3.04000E-04 800 7FE 873 7FE 7FF 801 7FF 801 7FD 7FF 803 830 77C 7CB 7FF 804 
 3.04250E-04 7FF 7FE 86B 7FE 7FF 801 7FF 801 7FC 7FE 800 82D 782 7CF 803 805 
 3.04500E-04 7FF 7FE 863 7FE 7FF 801 800 801 7FC 7FD 7FE 82A 789 7D2 806 806 
 3.04750E-04 7FF 7FE 859 7FE 800 801 800 801 7FB 7FC 7FA 825 79B 7D8 80A 807 
 3.05000E-04 7FF 7FE 850 7FE 800 801 800 801 7FB 7FB 7F7 81F 7AF 7DF 80D 807 
 3.05250E-04 7FF 7FE 846 7FE 800 801 800 801 7FB 7FA 7F4 819 7C7 7E5 810 808 
 3.05500E-04 7FE 7FE 83B 7FE 801 801 801 801 7FB 7FA 7F1 813 7E1 7EC 813 808 
 3.05750E-04 7FE 7FE 831 7FE 801 801 801 801 7FB 7F9 7EF 80D 7FB 7F2 815 808 
 3.06000E-04 7FE 7FE 827 7FE 801 801 801 801 7FB 7F9 7EC 808 816 7F8 817 807 
 3.06250E-04 7FE 7FE 81D 7FE 801 801 801 801 7FC 7F9 7EC 805 82E 7FB 817 807 
 3.06500E-04 7FE 7FF 813 7FF 801 800 801 801 7FC 7F9 7EB 802 845 7FE 817 806 
 3.06750E-04 7FE 7FF 809 7FF 801 800 801 800 7FD 7F9 7EA 7FF 85D 801 817 805 
 3.07000E-04 7FE 7FF 7FF 7FF 801 800 801 800 7FD 7FA 7EB 7FF 86A 801 816 804 
 3.07250E-04 7FE 7FF 7F5 800 801 800 801 800 7FE 7FB 7EC 801 876 7FF 814 803 
 3.07500E-04 7FE 800 7EC 800 801 7FF 801 7FF 7FF 7FC 7ED 802 882 7FD 811 802 
 3.07750E-04 7FE 800 7E2 800 801 7FF 801 7FF 7FF 7FC 7EF 803 88D 7FB 80F 801 
 3.08000E-04 7FE 800 7D9 800 801 7FF 801 7FF 800 7FD 7F0 805 899 7FA 80D 7FF 
 3.08250E-04 7FF 800 7D0 801 800 7FF 800 7FF 800 7FE 7F3 80B 890 7F3 80A 7FF 
 3.08500E-04 7FF 800 7C8 801 800 7FE 800 7FF 801 7FF 7F6 811 886 7EC 807 7FE 
 3.08750E-04 7FF 801 7C0 801 800 7FE 800 7FF 801 800 7F9 818 87D 7E5 803 7FD 
 3.09000E-04 7FF 801 7B8 801 800 7FE 800 7FE 802 801 7FC 81E 873 7DE 800 7FC 
 3.09250E-04 800 801 7B0 801 800 7FE 7FF 7FE 802 802 7FF 824 869 7D7 7FD 7FB 
 3.09500E-04 800 801 7A8 801 7FF 7FE 7FF 7FE 803 803 802 82B 860 7D0 7F9 7FA 
 3.09750E-04 800 801 79F 801 7FF 7FE 7FF 7FE 803 804 805 831 856 7C9 7F6 7F9 
 3.10000E-04 800 801 797 801 7FF 7FE 7FF 7FE 804 805 807 837 84C 7C2 7F3 7F8 
 3.10250E-04 800 801 790 801 7FF 7FE 7FF 7FE 804 805 80B 840 834 7BA 7F0 7F8 
 3.10500E-04 801 801 78A 801 7FE 7FE 7FE 7FE 804 806 80E 848 81A 7B1 7ED 7F8 
 3.10750E-04 801 801 783 801 7FE 7FE 7FE 7FE 804 806 810 850 800 7A9 7EA 7F8 
 3.11000E-04 801 801 77D 801 7FE 7FE 7FE 7FE 804 806 812 857 7E5 7A2 7E9 7F9 
 3.11250E-04 801 801 777 801 7FE 7FE 7FE 7FE 803 806 814 85C 7CC 79D 7E8 7F9 
 3.11500E-04 801 800 772 800 7FE 7FF 7FE 7FE 803 805 814 860 7B5 799 7E8 7FB 
 3.11750E-04 801 800 76C 800 7FE 7FF 7FE 7FF 802 805 815 864 79F 795 7E8 7FC 
 3.12000E-04 801 800 768 800 7FE 7FF 7FE 7FF 802 804 814 865 78F 795 7E9 7FD 
 3.12250E-04 801 800 763 7FF 7FE 7FF 7FE 7FF 801 803 813 863 785 797 7EB 7FE 
 3.12500E-04 801 7FF 75F 7FF 7FE 800 7FE 800 800 802 811 861 77C 79A 7EE 800 
 3.12750E-04 801 7FF 75A 7FF 7FE 800 7FE 800 800 800 810 85F 772 79C 7F0 801 
 3.13000E-04 800 7FF 756 7FF 7FE 800 7FE 800 7FF 7FF 80E 85D 769 79F 7F3 803 
 3.13250E-04 800 7FF 752 7FE 7FE 801 7FF 800 7FE 7FE 80C 85B 762 7A2 7F5 804 
