#format table ## [Custom WaveView] saved 17:43:25 Mon Sep 28 2020
#logic 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 
 TIME 0x|0|v(sen_fout_col_p<0>)-0|v(sen_fout_col_n<0>) 0x|0|v(sen_fout_col_p<1>)-0|v(sen_fout_col_n<1>) 0x|0|v(sen_fout_col_p<2>)-0|v(sen_fout_col_n<2>) 0x|0|v(sen_fout_col_p<3>)-0|v(sen_fout_col_n<3>) 0x|0|v(sen_fout_col_p<4>)-0|v(sen_fout_col_n<4>) 0x|0|v(sen_fout_col_p<5>)-0|v(sen_fout_col_n<5>) 0x|0|v(sen_fout_col_p<6>)-0|v(sen_fout_col_n<6>) 0x|0|v(sen_fout_col_p<7>)-0|v(sen_fout_col_n<7>) 0x|0|v(sen_fout_row_p<0>)-0|v(sen_fout_row_n<0>) 0x|0|v(sen_fout_row_p<1>)-0|v(sen_fout_row_n<1>) 0x|0|v(sen_fout_row_p<2>)-0|v(sen_fout_row_n<2>) 0x|0|v(sen_fout_row_p<3>)-0|v(sen_fout_row_n<3>) 0x|0|v(sen_fout_row_p<4>)-0|v(sen_fout_row_n<4>) 0x|0|v(sen_fout_row_p<5>)-0|v(sen_fout_row_n<5>) 0x|0|v(sen_fout_row_p<6>)-0|v(sen_fout_row_n<6>) 0x|0|v(sen_fout_row_p<7>)-0|v(sen_fout_row_n<7>) 

* TIME       C0  C1  C2  C3  C4  C5  C6  C7  R0  R1  R2  R3  R4  R5  R6  R7
 1.43500E-04 800 7FE 87E 7FE 7FF 801 7FF 800 7FE 802 80A 836 76C 7C3 7F8 802 
 1.43750E-04 800 7FE 876 7FE 7FF 801 7FF 801 7FD 800 807 832 775 7C8 7FC 803 
 1.44000E-04 800 7FE 86E 7FE 7FF 801 7FF 801 7FD 7FF 804 82F 77E 7CC 7FF 804 
 1.44250E-04 7FF 7FE 866 7FE 7FF 801 7FF 801 7FC 7FE 801 82B 786 7D0 803 805 
 1.44500E-04 7FF 7FE 85E 7FE 800 801 800 801 7FC 7FD 7FD 828 78F 7D4 806 806 
 1.44750E-04 7FF 7FE 856 7FE 800 801 800 801 7FB 7FC 7FA 824 798 7D9 80A 807 
 1.45000E-04 7FF 7FE 84C 7FE 800 801 800 801 7FB 7FB 7F7 81E 7AD 7DF 80D 807 
 1.45250E-04 7FF 7FE 842 7FE 800 801 800 801 7FB 7FA 7F4 818 7C6 7E6 810 808 
 1.45500E-04 7FE 7FE 838 7FE 801 801 801 801 7FB 7F9 7F1 812 7DF 7EC 813 808 
 1.45750E-04 7FE 7FE 82E 7FE 801 801 801 801 7FB 7F9 7EF 80D 7FA 7F2 815 808 
 1.46000E-04 7FE 7FE 824 7FE 801 801 801 801 7FB 7F9 7ED 808 815 7F8 816 808 
 1.46250E-04 7FE 7FE 81A 7FE 801 801 801 801 7FC 7F9 7EC 804 82C 7FC 817 807 
 1.46500E-04 7FE 7FF 810 7FF 801 800 801 801 7FC 7F9 7EB 801 843 7FE 817 806 
 1.46750E-04 7FE 7FF 806 7FF 801 800 801 800 7FD 7F9 7EA 7FF 85A 801 817 805 
 1.47000E-04 7FE 7FF 7FC 7FF 801 800 801 800 7FD 7FA 7EA 7FE 86C 802 816 804 
 1.47250E-04 7FE 7FF 7F3 800 801 800 801 800 7FE 7FB 7EC 800 875 800 814 803 
 1.47500E-04 7FE 800 7E9 800 801 7FF 801 800 7FF 7FB 7EE 802 87F 7FD 811 802 
 1.47750E-04 7FE 800 7E0 800 801 7FF 801 7FF 7FF 7FC 7EF 804 888 7FB 80F 801 
 1.48000E-04 7FE 800 7D6 800 801 7FF 801 7FF 800 7FD 7F1 806 892 7F8 80D 7FF 
 1.48250E-04 7FF 800 7CD 801 801 7FF 800 7FF 801 7FE 7F3 809 898 7F5 80A 7FE 
 1.48500E-04 7FF 801 7C5 801 800 7FE 800 7FF 801 7FF 7F6 80F 88D 7EE 807 7FD 
 1.48750E-04 7FF 801 7BD 801 800 7FE 800 7FE 802 800 7F9 816 882 7E6 803 7FD 
 1.49000E-04 7FF 801 7B5 801 800 7FE 800 7FE 802 801 7FC 81D 877 7DF 800 7FC 
 1.49250E-04 7FF 801 7AD 801 800 7FE 7FF 7FE 803 802 7FF 823 86C 7D8 7FD 7FB 
 1.49500E-04 800 801 7A5 801 7FF 7FE 7FF 7FE 803 803 802 82A 860 7D1 7F9 7FA 
 1.49750E-04 800 801 79D 801 7FF 7FE 7FF 7FE 803 804 805 831 855 7C9 7F6 7F9 
 1.50000E-04 800 801 795 801 7FF 7FE 7FF 7FE 804 805 808 837 84A 7C2 7F2 7F8 
 1.50250E-04 800 801 78E 801 7FF 7FE 7FF 7FE 804 805 80B 840 832 7B9 7EF 7F8 
 1.50500E-04 801 801 788 801 7FE 7FE 7FE 7FE 804 806 80E 848 818 7B1 7ED 7F8 
 1.50750E-04 801 801 781 801 7FE 7FE 7FE 7FE 804 806 810 850 7FD 7A9 7EA 7F8 
 1.51000E-04 801 801 77B 801 7FE 7FE 7FE 7FE 804 806 812 856 7E3 7A2 7E9 7F9 
 1.51250E-04 801 801 775 801 7FE 7FE 7FE 7FE 803 806 814 85C 7C9 79C 7E8 7FA 
 1.51500E-04 801 800 770 800 7FE 7FF 7FE 7FF 803 805 814 85F 7B4 799 7E8 7FB 
 1.51750E-04 801 800 76B 800 7FE 7FF 7FE 7FF 802 805 814 863 79F 796 7E8 7FC 
 1.52000E-04 801 800 765 800 7FE 7FF 7FE 7FF 802 804 815 866 789 793 7E9 7FD 
 1.52250E-04 801 800 761 7FF 7FE 800 7FE 7FF 801 803 813 864 781 796 7EB 7FE 
 1.52500E-04 801 7FF 75D 7FF 7FE 800 7FE 800 800 802 811 861 77B 79A 7EE 800 
 1.52750E-04 801 7FF 759 7FF 7FE 800 7FE 800 800 800 80F 85E 775 79E 7F1 801 
 1.53000E-04 800 7FF 755 7FF 7FE 800 7FE 800 7FF 7FF 80D 85B 76F 7A2 7F3 803 
 1.53250E-04 800 7FF 751 7FE 7FF 801 7FF 800 7FE 7FE 80B 858 768 7A5 7F6 804 
 1.53500E-04 800 7FE 74D 7FE 7FF 801 7FF 801 7FE 7FD 809 855 762 7A9 7F9 805 
 1.53750E-04 800 7FE 74A 7FE 7FF 801 7FF 801 7FD 7FB 806 84C 770 7B3 7FC 806 
 1.54000E-04 800 7FE 748 7FE 7FF 801 7FF 801 7FD 7FA 803 844 77E 7BC 800 807 
 1.54250E-04 7FF 7FE 745 7FE 7FF 801 800 801 7FC 7F9 800 83B 78C 7C5 803 808 
 1.54500E-04 7FF 7FE 742 7FE 800 801 800 801 7FC 7F8 7FD 833 79A 7CF 807 809 
 1.54750E-04 7FF 7FE 740 7FE 800 801 800 801 7FB 7F7 7FA 82B 7A7 7D8 80A 80A 
 1.55000E-04 7FF 7FE 73D 7FE 800 801 800 801 7FB 7F6 7F6 822 7B5 7E2 80E 80B 
 1.55250E-04 7FE 7FE 73C 7FE 800 801 801 801 7FB 7F5 7F3 818 7CF 7ED 811 80B 
 1.55500E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7F0 80E 7E9 7F8 813 80B 
 1.55750E-04 7FE 7FE 739 7FE 801 801 801 801 7FB 7F4 7EE 804 804 802 815 80B 
 1.56000E-04 7FE 7FE 738 7FE 801 801 801 801 7FB 7F4 7EC 7FB 81F 80B 817 80A 
 1.56250E-04 7FE 7FE 738 7FE 801 801 801 801 7FC 7F4 7EA 7F3 83A 814 818 809 
 1.56500E-04 7FE 7FF 738 7FF 801 800 801 801 7FC 7F4 7EA 7ED 850 81A 818 808 
 1.56750E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F5 7EA 7E8 864 81F 817 807 
 1.57000E-04 7FE 7FF 738 7FF 801 800 801 800 7FD 7F6 7EA 7E3 878 824 816 806 
 1.57250E-04 7FE 7FF 738 800 801 7FF 801 800 7FE 7F6 7EB 7DF 88B 828 815 805 
 1.57500E-04 7FE 800 739 800 801 7FF 801 7FF 7FF 7F8 7ED 7E0 88E 826 812 803 
 1.57750E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F9 7EF 7E1 891 824 80F 802 
 1.58000E-04 7FE 800 73A 800 801 7FF 801 7FF 800 7FA 7F1 7E3 893 822 80C 800 
 1.58250E-04 7FF 800 73B 801 801 7FF 800 7FF 801 7FC 7F4 7E4 896 820 809 7FF 
 1.58500E-04 7FF 801 73C 801 800 7FE 800 7FE 801 7FD 7F6 7E6 899 81E 806 7FD 
 1.58750E-04 7FF 801 73D 801 800 7FE 800 7FE 802 7FE 7F8 7E7 89C 81C 803 7FC 
 1.59000E-04 7FF 801 73F 801 800 7FE 800 7FE 802 7FF 7FB 7EB 894 817 800 7FA 
 1.59250E-04 7FF 801 740 801 800 7FE 800 7FE 803 801 7FF 7F1 884 810 7FC 7F9 
 1.59500E-04 800 801 742 801 800 7FE 7FF 7FE 803 802 802 7F8 874 809 7F9 7F9 
 1.59750E-04 800 801 744 801 7FF 7FE 7FF 7FE 804 803 805 7FE 864 802 7F5 7F8 
 1.60000E-04 800 801 746 801 7FF 7FE 7FF 7FE 804 804 809 804 854 7FB 7F1 7F7 
 1.60250E-04 800 801 748 801 7FF 7FE 7FF 7FE 804 805 80C 80C 83C 7F3 7EE 7F6 
 1.60500E-04 801 801 74A 801 7FE 7FE 7FE 7FE 804 806 80F 813 822 7EB 7EB 7F6 
 1.60750E-04 801 801 74C 801 7FE 7FE 7FE 7FE 804 807 811 81A 806 7E3 7E9 7F6 
 1.61000E-04 801 801 74E 801 7FE 7FE 7FE 7FE 804 807 813 821 7EA 7DC 7E7 7F6 
 1.61250E-04 801 801 751 801 7FE 7FE 7FE 7FE 804 807 815 827 7CF 7D6 7E6 7F7 
 1.61500E-04 801 801 753 800 7FE 7FF 7FE 7FE 803 807 816 82B 7B5 7D1 7E6 7F8 
 1.61750E-04 801 800 757 800 7FE 7FF 7FE 7FF 803 806 816 82E 7A0 7CF 7E7 7F9 
 1.62000E-04 801 800 75A 800 7FE 7FF 7FE 7FF 802 805 816 82F 78C 7CE 7E8 7FA 
 1.62250E-04 801 800 75F 7FF 7FE 800 7FE 7FF 801 805 815 82F 77B 7CE 7E9 7FC 
 1.62500E-04 801 7FF 764 7FF 7FE 800 7FE 800 800 803 813 82C 773 7D2 7EC 7FD 
 1.62750E-04 801 7FF 769 7FF 7FE 800 7FE 800 800 802 811 829 76A 7D6 7EF 7FF 
 1.63000E-04 801 7FF 76F 7FE 7FE 800 7FE 800 7FF 801 80F 826 761 7D9 7F2 801 
 1.63250E-04 800 7FF 775 7FE 7FE 801 7FF 800 7FE 7FF 80D 821 760 7E0 7F5 802 
 1.63500E-04 800 7FE 77D 7FE 7FF 801 7FF 801 7FE 7FE 80A 818 769 7E9 7F8 803 
 1.63750E-04 800 7FE 785 7FE 7FF 801 7FF 801 7FD 7FD 807 810 771 7F2 7FC 805 
 1.64000E-04 800 7FE 78C 7FE 7FF 801 7FF 801 7FD 7FC 803 808 77A 7FB 7FF 806 
 1.64250E-04 7FF 7FE 794 7FE 7FF 801 7FF 801 7FC 7FA 800 7FF 783 805 803 807 
 1.64500E-04 7FF 7FE 79C 7FE 800 801 800 801 7FC 7F9 7FD 7F7 78C 80E 806 808 
 1.64750E-04 7FF 7FE 7A4 7FD 800 802 800 801 7FB 7F8 7FA 7EE 798 818 80A 809 
 1.65000E-04 7FF 7FE 7AD 7FD 800 802 800 801 7FB 7F7 7F7 7E3 7AD 824 80D 80A 
 1.65250E-04 7FF 7FE 7B7 7FE 800 801 800 801 7FB 7F6 7F4 7D8 7C6 82F 810 80A 
 1.65500E-04 7FE 7FE 7C0 7FE 801 801 801 801 7FB 7F5 7F1 7CD 7DF 83B 813 80A 
 1.65750E-04 7FE 7FE 7CA 7FE 801 801 801 801 7FB 7F5 7EE 7C2 7FA 846 815 80A 
 1.66000E-04 7FE 7FE 7D4 7FE 801 801 801 801 7FB 7F5 7EC 7B9 815 850 817 809 
 1.66250E-04 7FE 7FE 7DE 7FE 801 801 801 801 7FC 7F5 7EB 7B1 82D 858 817 808 
 1.66500E-04 7FE 7FF 7E8 7FF 801 801 801 801 7FC 7F6 7EB 7AA 844 85F 817 807 
 1.66750E-04 7FE 7FF 7F2 7FF 801 800 801 800 7FD 7F6 7EA 7A3 85B 866 817 806 
 1.67000E-04 7FE 7FF 7FC 7FF 801 800 801 800 7FD 7F7 7EA 79F 86C 869 816 805 
 1.67250E-04 7FE 7FF 806 800 801 800 801 800 7FE 7F8 7EC 79E 876 86A 814 803 
 1.67500E-04 7FE 800 80F 800 801 7FF 801 800 7FF 7FA 7ED 79D 880 86A 812 802 
 1.67750E-04 7FE 800 819 800 801 7FF 801 7FF 7FF 7FB 7EF 79C 88B 86A 80F 800 
 1.68000E-04 7FE 800 823 800 801 7FF 801 7FF 800 7FC 7F0 79B 895 86B 80D 7FF 
 1.68250E-04 7FF 800 82C 801 801 7FF 800 7FF 801 7FD 7F3 79D 896 868 80A 7FD 
 1.68500E-04 7FF 801 835 801 800 7FE 800 7FF 801 7FF 7F6 7A2 88C 862 807 7FC 
 1.68750E-04 7FF 801 83E 801 800 7FE 800 7FE 802 800 7F9 7A8 881 85B 803 7FB 
 1.69000E-04 7FF 801 846 801 800 7FE 800 7FE 802 801 7FC 7AE 876 854 800 7FA 
 1.69250E-04 7FF 801 84F 801 800 7FE 800 7FE 803 803 7FF 7B3 86C 84E 7FD 7F8 
 1.69500E-04 800 801 857 801 7FF 7FE 7FF 7FE 803 804 802 7B9 861 847 7F9 7F7 
 1.69750E-04 800 801 860 801 7FF 7FE 7FF 7FE 803 806 805 7BE 856 841 7F6 7F6 
 1.70000E-04 800 801 869 801 7FF 7FE 7FF 7FE 804 807 808 7C4 84C 83A 7F2 7F5 
 1.70250E-04 800 801 870 801 7FF 7FE 7FF 7FE 804 808 80B 7CD 833 831 7EF 7F4 
 1.70500E-04 801 801 877 801 7FE 7FE 7FE 7FE 804 809 80E 7D6 81A 827 7ED 7F4 
 1.70750E-04 801 801 87E 801 7FE 7FE 7FE 7FE 804 80A 810 7DE 7FF 81D 7EA 7F4 
 1.71000E-04 801 801 884 801 7FE 7FE 7FE 7FE 804 80A 812 7E6 7E5 815 7E9 7F4 
 1.71250E-04 801 801 88B 801 7FE 7FE 7FE 7FE 804 80A 814 7ED 7CB 80D 7E8 7F5 
 1.71500E-04 801 800 890 800 7FE 7FF 7FE 7FF 803 80A 814 7F3 7B5 808 7E8 7F6 
 1.71750E-04 801 800 896 800 7FE 7FF 7FE 7FF 802 809 815 7F8 7A0 803 7E8 7F7 
 1.72000E-04 801 800 89B 800 7FE 7FF 7FE 7FF 802 809 815 7FC 78B 7FE 7E9 7F8 
 1.72250E-04 801 800 89F 7FF 7FE 800 7FE 7FF 801 808 813 7FC 784 7FE 7EB 7F9 
 1.72500E-04 801 7FF 8A3 7FF 7FE 800 7FE 800 800 807 811 7FC 77C 7FF 7EE 7FB 
 1.72750E-04 801 7FF 8A7 7FF 7FE 800 7FE 800 800 806 80F 7FC 775 7FF 7F0 7FC 
 1.73000E-04 800 7FF 8AB 7FF 7FE 800 7FE 800 7FF 805 80D 7FC 76E 800 7F3 7FE 
 1.73250E-04 800 7FF 8AF 7FE 7FE 801 7FF 800 7FE 804 80C 7FC 767 800 7F6 7FF 
 1.73500E-04 800 7FE 8B2 7FE 7FF 801 7FF 801 7FE 803 809 7FA 767 803 7F9 800 
 1.73750E-04 800 7FE 8B4 7FE 7FF 801 7FF 801 7FD 802 806 7F5 774 809 7FC 801 
 1.74000E-04 800 7FE 8B6 7FE 7FF 801 7FF 801 7FD 801 803 7EF 781 80F 800 802 
 1.74250E-04 7FF 7FE 8B8 7FE 7FF 801 800 801 7FC 800 800 7EA 78E 814 803 803 
 1.74500E-04 7FF 7FE 8BA 7FE 800 801 800 801 7FC 7FF 7FD 7E5 79B 81A 806 804 
 1.74750E-04 7FF 7FE 8BD 7FE 800 801 800 801 7FB 7FD 7FA 7E0 7A9 820 80A 805 
 1.75000E-04 7FF 7FE 8BF 7FE 800 801 800 801 7FB 7FC 7F6 7DB 7B6 826 80D 806 
 1.75250E-04 7FE 7FE 8C0 7FE 800 801 800 801 7FB 7FC 7F3 7D4 7CF 82D 810 807 
 1.75500E-04 7FE 7FE 8C1 7FE 801 801 801 801 7FB 7FB 7F1 7CD 7E9 835 813 807 
 1.75750E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EE 7C6 804 83C 815 807 
 1.76000E-04 7FE 7FE 8C2 7FE 801 801 801 801 7FB 7FA 7EC 7C1 81F 841 817 807 
 1.76250E-04 7FE 7FE 8C3 7FE 801 801 801 801 7FC 7FA 7EA 7BC 83A 847 818 806 
 1.76500E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FC 7FA 7EA 7B9 850 849 818 805 
 1.76750E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FB 7EA 7B7 864 84B 817 804 
 1.77000E-04 7FE 7FF 8C3 7FF 801 800 801 800 7FD 7FC 7EA 7B5 879 84C 816 803 
 1.77250E-04 7FE 7FF 8C3 800 801 800 801 800 7FE 7FC 7EB 7B5 888 84C 815 802 
 1.77500E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FD 7ED 7B9 88C 847 812 801 
 1.77750E-04 7FE 800 8C2 800 801 7FF 801 7FF 7FF 7FE 7EF 7BD 890 842 80F 7FF 
 1.78000E-04 7FE 800 8C1 800 801 7FF 801 7FF 800 800 7F1 7C2 894 83D 80C 7FE 
 1.78250E-04 7FF 800 8C1 801 801 7FF 800 7FF 801 801 7F4 7C6 898 839 809 7FD 
 1.78500E-04 7FF 801 8C0 801 800 7FE 800 7FE 801 802 7F6 7CA 89D 834 806 7FB 
 1.78750E-04 7FF 801 8C0 801 800 7FE 800 7FE 802 803 7F8 7CE 8A0 82F 803 7FA 
 1.79000E-04 7FF 801 8BF 801 800 7FE 800 7FE 802 804 7FB 7D6 891 826 800 7F9 
 1.79250E-04 7FF 801 8BD 801 800 7FE 800 7FE 803 805 7FF 7DF 882 81C 7FC 7F9 
 1.79500E-04 800 801 8BC 801 7FF 7FE 7FF 7FE 803 806 802 7E8 873 813 7F8 7F8 
 1.79750E-04 800 801 8BB 801 7FF 7FE 7FF 7FE 804 807 805 7F0 863 809 7F5 7F7 
 1.80000E-04 800 801 8BA 801 7FF 7FE 7FF 7FE 804 808 809 7F9 854 7FF 7F1 7F6 
 1.80250E-04 800 801 8B9 801 7FF 7FE 7FF 7FE 804 809 80C 803 83C 7F5 7EE 7F6 
 1.80500E-04 801 801 8B7 801 7FE 7FE 7FE 7FE 804 809 80F 80D 822 7EA 7EB 7F6 
 1.80750E-04 801 801 8B5 801 7FE 7FE 7FE 7FE 804 80A 811 816 806 7E0 7E9 7F6 
 1.81000E-04 801 801 8B4 801 7FE 7FE 7FE 7FE 804 80A 814 81F 7EA 7D7 7E7 7F6 
 1.81250E-04 801 801 8B1 801 7FE 7FE 7FE 7FE 804 80A 815 827 7CE 7CF 7E6 7F7 
 1.81500E-04 801 801 8AF 800 7FE 7FF 7FE 7FE 803 809 816 82E 7B5 7C8 7E6 7F8 
 1.81750E-04 801 800 8AC 800 7FE 7FF 7FE 7FF 803 809 816 833 79F 7C3 7E7 7F9 
 1.82000E-04 801 800 8A8 800 7FE 7FF 7FE 7FF 802 808 816 838 78B 7BE 7E8 7FA 
 1.82250E-04 801 800 8A3 7FF 7FE 800 7FE 7FF 801 807 815 83A 77D 7BC 7EA 7FC 
 1.82500E-04 801 7FF 89E 7FF 7FE 800 7FE 800 800 806 813 83B 773 7BC 7EC 7FD 
 1.82750E-04 801 7FF 898 7FF 7FE 800 7FE 800 800 805 811 83C 769 7BC 7EF 7FE 
 1.83000E-04 801 7FF 893 7FE 7FE 801 7FE 800 7FF 804 80F 83D 760 7BC 7F2 800 
 1.83250E-04 800 7FF 88C 7FE 7FE 801 7FE 800 7FE 803 80D 83B 761 7BE 7F5 801 
 1.83500E-04 800 7FE 884 7FE 7FF 801 7FF 800 7FE 802 80A 837 76A 7C2 7F8 802 
 1.83750E-04 800 7FE 87B 7FE 7FF 801 7FF 801 7FD 800 807 834 773 7C6 7FC 803 
 1.84000E-04 800 7FE 873 7FE 7FF 801 7FF 801 7FD 7FF 803 830 77C 7CB 7FF 804 
 1.84250E-04 800 7FE 86B 7FE 7FF 801 7FF 801 7FC 7FE 800 82C 785 7CF 803 805 
 1.84500E-04 7FF 7FE 863 7FE 7FF 801 800 801 7FC 7FD 7FD 829 78E 7D4 806 806 
 1.84750E-04 7FF 7FE 85A 7FD 800 802 800 801 7FB 7FC 7FA 825 797 7D8 80A 807 
 1.85000E-04 7FF 7FE 851 7FD 800 802 800 801 7FB 7FB 7F7 81F 7AC 7DE 80D 807 
 1.85250E-04 7FF 7FE 847 7FD 800 801 800 801 7FB 7FA 7F4 819 7C4 7E5 810 808 
 1.85500E-04 7FE 7FE 83D 7FE 801 801 801 801 7FB 7F9 7F1 813 7DE 7EC 813 808 
 1.85750E-04 7FE 7FE 832 7FE 801 801 801 801 7FB 7F9 7EF 80D 7F9 7F2 815 808 
 1.86000E-04 7FE 7FE 828 7FE 801 801 801 801 7FB 7F9 7EC 808 814 7F7 817 808 
 1.86250E-04 7FE 7FE 81E 7FE 801 801 801 801 7FC 7F9 7EB 805 82C 7FB 817 807 
 1.86500E-04 7FE 7FF 814 7FF 801 801 801 801 7FC 7F9 7EB 802 842 7FE 817 806 
 1.86750E-04 7FE 7FF 80A 7FF 801 800 801 800 7FD 7F9 7EA 7FF 859 801 817 805 
 1.87000E-04 7FE 7FF 800 7FF 801 800 801 800 7FD 7FA 7EA 7FE 86C 802 816 804 
 1.87250E-04 7FE 7FF 7F6 7FF 801 800 801 800 7FE 7FB 7EC 800 875 7FF 814 803 
 1.87500E-04 7FE 800 7ED 800 801 7FF 801 800 7FF 7FB 7ED 802 87E 7FD 812 802 
 1.87750E-04 7FE 800 7E3 800 801 7FF 801 7FF 7FF 7FC 7EF 804 888 7FA 80F 801 
 1.88000E-04 7FF 800 7DA 800 801 7FF 801 7FF 800 7FD 7F1 807 891 7F8 80D 7FF 
 1.88250E-04 7FF 800 7D0 801 801 7FF 800 7FF 801 7FE 7F2 809 89A 7F5 80A 7FE 
 1.88500E-04 7FF 801 7C8 801 800 7FE 800 7FF 801 7FF 7F5 810 88F 7EE 807 7FD 
 1.88750E-04 7FF 801 7C0 801 800 7FE 800 7FE 802 800 7F8 816 883 7E6 804 7FD 
 1.89000E-04 7FF 801 7B8 801 800 7FE 800 7FE 802 801 7FB 81D 878 7DF 800 7FC 
 1.89250E-04 800 801 7B0 801 800 7FE 7FF 7FE 803 802 7FF 824 86D 7D8 7FD 7FB 
 1.89500E-04 800 801 7A8 801 7FF 7FE 7FF 7FE 803 803 802 82A 861 7D0 7F9 7FA 
 1.89750E-04 800 801 7A0 801 7FF 7FE 7FF 7FE 803 804 805 831 856 7C9 7F6 7F9 
 1.90000E-04 800 801 798 801 7FF 7FE 7FF 7FE 804 805 808 838 84B 7C2 7F2 7F8 
 1.90250E-04 800 801 791 801 7FF 7FE 7FF 7FE 804 805 80B 840 832 7B9 7EF 7F8 
 1.90500E-04 801 801 78A 801 7FE 7FE 7FE 7FE 804 806 80E 848 819 7B1 7ED 7F8 
 1.90750E-04 801 801 784 801 7FE 7FE 7FE 7FE 804 806 810 850 7FE 7A9 7EA 7F8 
 1.91000E-04 801 801 77E 801 7FE 7FE 7FE 7FE 804 806 812 857 7E4 7A2 7E9 7F9 
 1.91250E-04 801 801 778 801 7FE 7FE 7FE 7FE 804 806 814 85D 7CA 79C 7E8 7F9 
 1.91500E-04 801 800 772 800 7FE 7FF 7FE 7FF 803 805 814 860 7B5 799 7E8 7FB 
 1.91750E-04 801 800 76D 800 7FE 7FF 7FE 7FF 802 805 814 863 7A0 796 7E8 7FC 
 1.92000E-04 801 800 768 800 7FE 7FF 7FE 7FF 802 804 815 866 78B 793 7E9 7FD 
 1.92250E-04 801 800 763 7FF 7FE 800 7FE 7FF 801 803 813 864 782 796 7EB 7FE 
 1.92500E-04 801 7FF 75F 7FF 7FE 800 7FE 800 800 802 811 861 77C 79A 7EE 800 
 1.92750E-04 801 7FF 75B 7FF 7FE 800 7FE 800 800 800 80F 85E 776 79E 7F1 801 
 1.93000E-04 800 7FF 757 7FE 7FE 800 7FE 800 7FF 7FF 80D 85B 770 7A2 7F3 802 
 1.93250E-04 800 7FF 753 7FE 7FF 801 7FF 800 7FE 7FE 80B 858 76B 7A6 7F6 804 
 1.93500E-04 800 7FE 74E 7FE 7FF 801 7FF 801 7FE 7FD 809 855 765 7A9 7F9 805 
 1.93750E-04 800 7FE 74C 7FE 7FF 801 7FF 801 7FD 7FB 806 84D 76F 7B2 7FC 806 
 1.94000E-04 800 7FE 749 7FE 7FF 801 7FF 801 7FD 7FA 803 845 77E 7BB 800 807 
 1.94250E-04 7FF 7FE 746 7FE 7FF 801 800 801 7FC 7F9 800 83C 78C 7C5 803 808 
 1.94500E-04 7FF 7FE 744 7FE 800 801 800 801 7FC 7F8 7FD 834 79A 7CE 807 809 
 1.94750E-04 7FF 7FE 741 7FE 800 801 800 801 7FB 7F7 7FA 82B 7A8 7D8 80A 80A 
 1.95000E-04 7FF 7FE 73F 7FE 800 801 800 801 7FB 7F6 7F6 822 7B7 7E2 80E 80B 
 1.95250E-04 7FE 7FE 73D 7FE 800 801 801 801 7FB 7F5 7F3 818 7D0 7ED 811 80B 
 1.95500E-04 7FE 7FE 73C 7FE 801 801 801 801 7FB 7F4 7F0 80E 7EA 7F7 813 80B 
 1.95750E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EE 804 805 802 815 80B 
 1.96000E-04 7FE 7FE 73A 7FE 801 801 801 801 7FB 7F4 7EC 7FB 820 80B 817 80A 
 1.96250E-04 7FE 7FE 739 7FE 801 801 801 801 7FC 7F4 7EB 7F3 83B 814 818 809 
 1.96500E-04 7FE 7FF 739 7FF 801 800 801 800 7FC 7F4 7EA 7ED 851 81A 818 808 
 1.96750E-04 7FE 7FF 739 7FF 801 800 801 800 7FD 7F5 7EA 7E8 865 81F 817 807 
 1.97000E-04 7FE 7FF 739 7FF 801 800 801 800 7FD 7F6 7EA 7E3 879 823 816 806 
 1.97250E-04 7FE 7FF 738 800 801 800 801 800 7FE 7F6 7EB 7DF 88D 828 815 804 
 1.97500E-04 7FE 800 739 800 801 7FF 801 7FF 7FF 7F8 7ED 7E0 890 826 812 803 
 1.97750E-04 7FE 800 73A 800 801 7FF 801 7FF 7FF 7F9 7EF 7E2 892 824 80F 802 
 1.98000E-04 7FE 800 73B 800 801 7FF 801 7FF 800 7FA 7F1 7E3 894 822 80C 800 
 1.98250E-04 7FF 800 73C 801 801 7FF 800 7FF 801 7FC 7F4 7E5 896 81F 809 7FF 
 1.98500E-04 7FF 801 73D 801 800 7FE 800 7FE 801 7FD 7F6 7E6 898 81D 806 7FD 
 1.98750E-04 7FF 801 73E 801 800 7FE 800 7FE 802 7FE 7F9 7E8 89A 81B 803 7FC 
 1.99000E-04 7FF 801 73F 801 800 7FE 800 7FE 803 7FF 7FB 7EB 897 817 800 7FA 
 1.99250E-04 7FF 801 741 801 800 7FE 800 7FE 803 801 7FF 7F1 886 810 7FC 7F9 
 1.99500E-04 800 801 743 801 800 7FE 7FF 7FE 803 802 802 7F8 876 809 7F8 7F9 
 1.99750E-04 800 801 744 801 7FF 7FE 7FF 7FE 804 803 805 7FE 865 802 7F5 7F8 
 2.00000E-04 800 801 746 801 7FF 7FE 7FF 7FE 804 804 809 804 855 7FB 7F1 7F7 
